account_id,balance_mean,balance_max,balance_min,balance_std,last_balance,first_balance,last_trans_date,last_trans,reached_negative_balance,credit_mean,credit_count,credit_max,credit_min,credit_std,withdrawal_mean,withdrawal_count,withdrawal_max,withdrawal_min,withdrawal_std,household,pension,unknown_mean,unknown_sum,unknown_count,unknown_std,payment_statement_mean,payment_statement_sum,payment_statement_count,ins_payment_mean,ins_payment_sum,ins_payment_count,sanctions_mean,sanctions_sum,sanctions_count,sanctions_std,CC,CC_mean,CC_sum,CC_max,CC_std,CC_min,CAB,CAB_mean,CAB_sum,CAB_max,CAB_std,CAB_min,IC,IC_mean,IC_sum,IC_max,IC_std,IC_min,WC,WC_mean,WC_sum,WC_max,WC_std,WC_min,RAB,RAB_mean,RAB_sum,RAB_max,RAB_std,RAB_min,CCW,CCW_mean,CCW_sum,CCW_max,CCW_std,CCW_min,mean_trans_profit,total_ops,credit_ratio,withdrawal_ratio,balance_range,last_first_balance_ratio,last_max_balance_ratio,ratio_CC,ratio_CAB,ratio_WC,ratio_RAB,ratio_CCW,ratio_IC 
790,36369.975000000006,96064.0,-1069.7,22812.186440376034,81474.6,300.0,1994-07-21,38929.0,-1.0,11823.668965517241,29,47493.0,30.9,15657.199379475416,-7468.908571428572,35.0,-14.6,-36500.0,9510.645578055937,0.0,0.0,1855.046511627907,79767.0,43,19394.319127681607,-14.599999999999998,-116.79999999999998,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,21316.375,341062.0,47493.0,15594.421621742395,300.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,140.33846153846156,1824.4000000000003,263.1,73.57781072286149,30.9,35.0,-7468.908571428573,-261411.80000000005,-14.6,9510.645578055935,-36500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4354.760394088669,64.0,0.453125,0.546875,97133.7,271.582,0.8481283311125917,0.25,0.0,0.546875,0.0,0.0,0.203125
791,20255.875555555565,26140.0,700.0,4744.912843397057,21009.2,700.0,1996-12-31,91.8,1.0,2838.7380952380954,21,4854.0,56.4,2388.044830290292,-1609.1166666666666,24.0,-14.6,-4900.0,1573.1687567141198,-3054.0,4854.0,-1485.5555555555557,-13370.0,9,1770.4174021336828,-14.599999999999998,-116.79999999999998,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,700.0,700.0,700.0,0.0,700.0,12.0,4854.0,58248.0,4854.0,0.0,4854.0,8.0,83.1875,665.5,96.0,12.662592546552231,56.4,16.0,-886.6750000000002,-14186.800000000003,-14.6,1457.6127604179833,-4900.0,8.0,-3054.0,-24432.0,-3054.0,0.0,-3054.0,0.0,0.0,0.0,0.0,0.0,0.0,1229.6214285714289,45.0,0.4666666666666667,0.5333333333333333,25440.0,30.013142857142856,0.8037184391736802,0.022222222222222223,0.26666666666666666,0.35555555555555557,0.17777777777777778,0.0,0.17777777777777778
793,23876.185626911298,32246.8,800.0,5045.941916534335,27989.3,800.0,1996-12-31,115.3,1.0,1736.339175257732,97,3401.0,15.2,1657.81042006195,-610.6539130434788,230.0,-14.6,-3500.0,536.2528760989159,0.0,0.0,103.14893617021276,24240.0,235,1735.6939076263088,-14.600000000000012,-642.4000000000005,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,800.0,800.0,800.0,0.0,800.0,48.0,3401.0,163248.0,3401.0,0.0,3401.0,48.0,91.18541666666668,4376.900000000001,122.2,28.20586923668837,15.2,98.0,-415.33061224489774,-40702.39999999998,-14.6,612.4568264031913,-3500.0,132.0,-755.6666666666666,-99748.0,-204.0,418.5876410401437,-1212.0,0.0,0.0,0.0,0.0,0.0,0.0,1125.6852622142533,327.0,0.2966360856269113,0.7033639143730887,31446.8,34.986625,0.8679713956113475,0.0030581039755351682,0.14678899082568808,0.2996941896024465,0.4036697247706422,0.0,0.14678899082568808
795,29626.143442622957,51940.5,900.0,9040.48053782949,50046.4,900.0,1996-12-31,205.9,1.0,3082.9583333333344,60,14300.0,7.2,2996.7131531284017,-2176.5387096774202,62.0,-14.6,-21800.0,2972.8788587779354,-2976.0,0.0,1630.6451612903227,101100.0,62,5134.735554659819,-14.6,-277.4,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,4924.324324324324,182200.0,14300.0,2371.8979514076677,900.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,120.76086956521738,2777.4999999999995,205.9,40.06664605981156,7.2,44.0,-1849.486363636364,-81377.40000000002,-14.6,3487.211381511681,-21800.0,18.0,-2976.0,-53568.0,-2976.0,0.0,-2976.0,0.0,0.0,0.0,0.0,0.0,0.0,906.4196236559142,122.0,0.4918032786885246,0.5081967213114754,51040.5,55.60711111111111,0.9635332736496568,0.30327868852459017,0.0,0.36065573770491804,0.14754098360655737,0.0,0.1885245901639344
797,31059.8,52294.0,900.0,21605.08882400934,35551.2,900.0,1996-12-31,57.2,1.0,17450.399999999998,3,51394.0,57.2,29399.04018297196,-16800.0,1.0,-16800.0,-16800.0,0.0,0.0,0.0,11831.333333333334,35494.0,3,35386.80467820362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,900.0,900.0,900.0,0.0,900.0,1.0,51394.0,51394.0,51394.0,0.0,51394.0,1.0,57.2,57.2,57.2,0.0,57.2,1.0,-16800.0,-16800.0,-16800.0,0.0,-16800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.3999999999978,4.0,0.75,0.25,51394.0,39.50133333333333,0.679833250468505,0.25,0.25,0.25,0.0,0.0,0.25
798,25009.56571428571,31054.2,600.0,6985.155994045005,28095.7,600.0,1996-12-31,121.5,1.0,2087.8857142857146,21,10800.0,19.7,2515.419085815665,-1126.0285714285715,14.0,-14.6,-2300.0,964.0403689509237,-2182.0,0.0,1696.2,33924.0,20,3043.691864893858,-14.6,-58.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3380.0,16900.0,10800.0,4335.5507147304825,100.0,8.0,3273.0,26184.0,3273.0,0.0,3273.0,8.0,95.19999999999999,761.5999999999999,121.5,34.90620084086576,19.7,11.0,-838.0363636363637,-9218.400000000001,-14.6,884.5506331157388,-2300.0,3.0,-2182.0,-6546.0,-2182.0,0.0,-2182.0,0.0,0.0,0.0,0.0,0.0,0.0,961.8571428571431,35.0,0.6,0.4,30454.2,46.826166666666666,0.9047310830741091,0.14285714285714285,0.22857142857142856,0.3142857142857143,0.08571428571428572,0.0,0.22857142857142856
799,16012.005128205126,23400.0,200.0,4459.6323779308095,9348.3,200.0,1996-08-25,-2300.0,1.0,1685.3625,24,11400.0,2.1,2770.165395597777,-2073.3333333333335,15.0,-300.0,-4800.0,1200.8726985385413,0.0,0.0,287.0967741935484,8900.0,31,3300.2769515586488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2500.0,40000.0,11400.0,3105.2643473087223,200.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,56.087500000000006,448.70000000000005,63.8,21.814244199604993,2.1,15.0,-2073.3333333333335,-31100.0,-300.0,1200.8726985385413,-4800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-387.97083333333353,39.0,0.6153846153846154,0.38461538461538464,23200.0,46.741499999999995,0.39949999999999997,0.41025641025641024,0.0,0.38461538461538464,0.0,0.0,0.20512820512820512
802,27704.160550458717,42637.8,300.0,8266.986972457453,41569.0,300.0,1996-12-31,-14.6,1.0,2926.3399999999997,45,5376.0,44.6,2648.6181485823886,-1408.0625,64.0,-14.6,-8950.0,1503.3932357931412,-1876.0,5376.0,-2072.3076923076924,-53880.0,26,1906.2283340508977,-14.6,-292.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,300.0,300.0,300.0,0.0,300.0,24.0,5376.0,129024.0,5376.0,0.0,5376.0,20.0,118.06500000000001,2361.3,170.5,34.017167105664996,44.6,45.0,-1210.4888888888881,-54471.99999999997,-14.6,1761.1664035547863,-8950.0,19.0,-1876.0,-35644.0,-1876.0,0.0,-1876.0,0.0,0.0,0.0,0.0,0.0,0.0,1518.2774999999997,109.0,0.41284403669724773,0.5871559633027523,42337.8,138.56333333333333,0.9749330406353047,0.009174311926605505,0.22018348623853212,0.41284403669724773,0.1743119266055046,0.0,0.1834862385321101
803,24421.47547169811,77552.3,500.0,19084.72567439435,7581.7,500.0,1996-12-31,-14.6,1.0,5183.222222222223,27,43981.0,12.1,10175.19906977191,-5090.969230769231,26.0,-14.6,-28000.0,6906.2739519812985,0.0,0.0,233.66666666666666,6309.0,27,14253.024405097598,-14.599999999999996,-175.19999999999996,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,10653.76923076923,138499.0,43981.0,12719.814071976092,500.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,103.4285714285714,1447.9999999999995,240.4,72.21208537859349,12.1,26.0,-5090.969230769233,-132365.20000000007,-14.6,6906.2739519812985,-28000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.25299145299141,53.0,0.5094339622641509,0.49056603773584906,77052.3,15.1634,0.09776241323597107,0.24528301886792453,0.0,0.49056603773584906,0.0,0.0,0.2641509433962264
804,38076.01538461535,49548.2,500.0,9927.67308637602,45899.0,500.0,1996-12-31,-14.6,1.0,4431.400000000001,22,12007.5,53.8,4502.421725080425,-1719.72,30.0,-14.6,-5900.0,1586.0371414531774,-2342.0,0.0,1953.4333333333334,58603.0,30,5482.842211804042,-14.6,-87.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,8004.583333333333,96055.0,12007.5,2838.374381364777,500.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,143.57999999999998,1435.8,189.4,49.54869210068909,53.8,18.0,-1858.1999999999998,-33447.6,-14.6,1937.5568096415225,-5900.0,12.0,-1512.0,-18144.0,-682.0,866.9067266593752,-2342.0,0.0,0.0,0.0,0.0,0.0,0.0,2711.6800000000003,52.0,0.4230769230769231,0.5769230769230769,49048.2,91.798,0.9263505031464312,0.23076923076923078,0.0,0.34615384615384615,0.23076923076923078,0.0,0.19230769230769232
805,15061.866666666667,22219.6,800.0,12351.16791454692,22219.6,800.0,1996-12-31,53.6,1.0,7406.533333333333,3,21366.0,53.6,12095.011800462757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11083.0,22166.0,2,14542.358061882536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,800.0,800.0,800.0,0.0,800.0,1.0,21366.0,21366.0,21366.0,0.0,21366.0,1.0,53.6,53.6,53.6,0.0,53.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7406.533333333333,3.0,1.0,0.0,21419.6,27.7745,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
806,3747.0,7194.0,300.0,3447.0,7194.0,300.0,1996-12-05,3447.0,1.0,2398.0,3,3447.0,300.0,1816.9212971397524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2398.0,7194.0,3,1816.9212971397524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,300.0,300.0,300.0,0.0,300.0,2.0,3447.0,6894.0,3447.0,0.0,3447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2398.0,3.0,1.0,0.0,6894.0,23.98,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0
807,35906.786734693895,69304.4,800.0,12521.66534665976,51518.8,800.0,1996-12-31,-30.0,1.0,9727.534883720931,43,30344.0,56.5,10842.275965138979,-6668.454545454545,55.0,-30.0,-14500.0,5303.145910572474,-12579.0,0.0,4339.0,225628.0,52,13845.07326685944,-30.0,-420.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3057.1428571428573,21400.0,8200.0,2579.959394291018,800.0,18.0,21914.833333333332,394467.0,30344.0,3878.9254310955766,20229.0,18.0,134.27777777777777,2417.0,223.3,44.622133199140436,56.5,41.0,-4650.219512195122,-190659.0,-30.0,4643.741511498003,-14500.0,14.0,-12579.0,-176106.0,-12579.0,0.0,-12579.0,0.0,0.0,0.0,0.0,0.0,0.0,3059.080338266386,98.0,0.4387755102040816,0.5612244897959183,68504.4,64.3985,0.7433698293326254,0.07142857142857142,0.1836734693877551,0.41836734693877553,0.14285714285714285,0.0,0.1836734693877551
808,21447.624590163938,50124.8,-3424.6,13056.987306542755,8640.6,200.0,1996-04-08,-3400.0,-1.0,5505.576666666667,30,23130.0,31.1,7807.65248350808,-5049.245161290322,31.0,-6.8,-18700.0,4883.738938616512,-10440.0,0.0,1911.9354838709678,59270.0,31,10815.654216413923,-14.6,-73.0,5.0,0.0,0.0,0.0,-6.8,-13.6,2.0,0.0,12,13625.833333333334,163510.0,23130.0,6389.085093605605,200.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,92.07222222222222,1657.3,150.0,40.45584093007432,31.1,31.0,-5049.245161290322,-156526.6,-6.8,4883.738938616512,-18700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.33150537634447,61.0,0.4918032786885246,0.5081967213114754,53549.4,43.203,0.17238173518896832,0.19672131147540983,0.0,0.5081967213114754,0.0,0.0,0.29508196721311475
809,29734.624074074072,58299.9,900.0,11160.13530355078,28038.2,900.0,1996-12-31,-14.6,1.0,10719.216666666665,24,29427.0,56.8,11080.527729531997,-7640.76,30.0,-14.6,-21200.0,6222.59767231084,-8298.0,0.0,3032.6428571428573,84914.0,28,16905.17131315102,-14.599999999999998,-116.79999999999998,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19687.23076923077,255934.0,29427.0,6725.165291077068,900.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,120.65454545454546,1327.2,158.0,29.48153196956914,56.8,23.0,-7440.730434782611,-171136.80000000005,-14.6,7131.737353703755,-21200.0,7.0,-8298.0,-58086.0,-8298.0,0.0,-8298.0,0.0,0.0,0.0,0.0,0.0,0.0,3078.456666666665,54.0,0.4444444444444444,0.5555555555555556,57399.9,31.153555555555556,0.48093049902315443,0.24074074074074073,0.0,0.42592592592592593,0.12962962962962962,0.0,0.2037037037037037
810,22222.360000000004,31080.8,200.0,6309.234992579782,22952.4,200.0,1996-12-31,-14.6,1.0,2359.0482758620697,29,4798.0,11.8,2398.251616225675,-1466.4516129032256,31.0,-14.6,-4400.0,1401.5149574349819,-2076.0,4798.0,-2033.076923076923,-26430.0,13,1661.0206933056986,-14.599999999999998,-145.99999999999997,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,200.0,200.0,200.0,0.0,200.0,14.0,4798.0,67172.0,4798.0,0.0,4798.0,14.0,74.3142857142857,1040.3999999999999,123.8,43.57530806004098,11.8,22.0,-1217.090909090909,-26776.0,-14.6,1606.7625749607105,-4400.0,9.0,-2076.0,-18684.0,-2076.0,0.0,-2076.0,0.0,0.0,0.0,0.0,0.0,0.0,892.596662958844,60.0,0.48333333333333334,0.5166666666666667,30880.8,114.762,0.7384752001235491,0.016666666666666666,0.23333333333333334,0.36666666666666664,0.15,0.0,0.23333333333333334
812,37557.83076923077,70928.7,1000.0,17662.45870504182,48805.3,1000.0,1996-12-31,176.6,1.0,9250.53,10,29323.5,6.6,11359.326639966142,-14566.666666666666,3.0,-8200.0,-22300.0,7148.659548008516,0.0,0.0,5374.5,48370.5,9,17662.710023521304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,15345.083333333334,92070.5,29323.5,10992.164120029625,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,108.69999999999999,434.79999999999995,176.6,74.49881430823804,6.6,3.0,-14566.666666666666,-43700.0,-8200.0,7148.659548008517,-22300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5316.136666666665,13.0,0.7692307692307693,0.23076923076923078,69928.7,48.8053,0.6880895885586512,0.46153846153846156,0.0,0.23076923076923078,0.0,0.0,0.3076923076923077
813,29380.83974358975,48277.9,1100.0,7695.862800862465,28461.9,1100.0,1994-05-06,-6600.0,1.0,5601.632432432431,37,18231.0,35.5,6334.084003058991,-4360.941463414635,41.0,-14.6,-24322.0,5775.9359553658305,0.0,0.0,513.9615384615385,26726.0,52,9605.4868142988,-14.599999999999996,-160.59999999999997,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1557.142857142857,10900.0,2900.0,709.1242083423347,700.0,15.0,12964.266666666666,194464.0,18231.0,2138.2883163431266,12154.0,15.0,126.42666666666666,1896.3999999999999,172.0,31.756607111561763,35.5,41.0,-4360.941463414635,-178798.60000000003,-14.6,5775.935955365831,-24322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1240.6909690177963,78.0,0.47435897435897434,0.5256410256410257,47177.9,25.874454545454547,0.5895430414330367,0.08974358974358974,0.19230769230769232,0.5256410256410257,0.0,0.0,0.19230769230769232
814,11918.228571428572,20656.8,300.0,7546.638565108371,20656.8,300.0,1996-12-31,29.4,1.0,2950.9714285714285,7,6760.0,18.0,3564.3425320406973,0.0,0.0,0.0,0.0,0.0,0.0,6760.0,300.0,300.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,300.0,300.0,300.0,0.0,300.0,3.0,6760.0,20280.0,6760.0,0.0,6760.0,3.0,25.599999999999998,76.8,29.4,6.581793068761733,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2950.9714285714285,7.0,1.0,0.0,20356.8,68.856,1.0,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.42857142857142855
815,15585.901069518726,20723.0,300.0,2869.212166023064,19009.2,300.0,1996-12-31,-14.6,1.0,1554.1584415584414,77,2924.0,29.4,1433.8939724759298,-915.0963636363641,110.0,-14.6,-4560.0,901.5896243925743,0.0,0.0,148.91304347826087,17125.0,115,2136.236112702512,-14.60000000000001,-525.6000000000004,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,300.0,300.0,300.0,0.0,300.0,40.0,2924.0,116960.0,2924.0,0.0,2924.0,36.0,66.95000000000002,2410.2000000000007,82.0,10.683618969511887,29.4,75.0,-432.6079999999996,-32445.59999999997,-14.6,675.1280923026504,-4560.0,35.0,-1949.0,-68215.0,-1949.0,0.0,-1949.0,0.0,0.0,0.0,0.0,0.0,0.0,639.0620779220773,187.0,0.4117647058823529,0.5882352941176471,20423.0,63.364000000000004,0.9172996187810646,0.0053475935828877,0.21390374331550802,0.40106951871657753,0.18716577540106952,0.0,0.1925133689839572
816,63857.23675213678,134187.4,200.0,25825.858181660507,47993.6,200.0,1995-01-07,-4514.0,1.0,15032.10204081633,49,41561.0,21.1,14898.825859617395,-10126.164705882351,68.0,-14.6,-52900.0,12610.147847722576,-4514.0,0.0,1292.7368421052631,98248.0,76,22797.993747619355,-14.599999999999996,-175.19999999999996,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,22890.125,732484.0,41561.0,12648.201962614954,200.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,240.52941176470586,4088.9999999999995,351.7,86.54027793971055,21.1,56.0,-11328.771428571423,-634411.1999999997,-14.6,13614.90699690753,-52900.0,12.0,-4514.0,-54168.0,-4514.0,0.0,-4514.0,0.0,0.0,0.0,0.0,0.0,0.0,4905.9373349339785,117.0,0.4188034188034188,0.5811965811965812,133987.4,239.968,0.3576610024488141,0.27350427350427353,0.0,0.47863247863247865,0.10256410256410256,0.0,0.1452991452991453
817,33687.85862068964,69775.9,200.0,13408.02036465337,23271.0,200.0,1995-02-14,-4605.0,1.0,11733.345454545452,22,32082.0,40.4,12241.57074187425,-6523.961111111112,36.0,-14.6,-23800.0,5685.696803899502,-4605.0,0.0,1551.8857142857144,54316.0,35,15910.149664270786,-14.6,-87.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,21404.666666666668,256856.0,32082.0,7848.863743281957,200.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,127.75999999999999,1277.6,189.3,42.51907284449599,40.4,29.0,-6987.158620689656,-202627.60000000003,-14.6,6266.268247046314,-23800.0,7.0,-4605.0,-32235.0,-4605.0,0.0,-4605.0,0.0,0.0,0.0,0.0,0.0,0.0,5209.38434343434,58.0,0.3793103448275862,0.6206896551724138,69575.9,116.355,0.33351056740221197,0.20689655172413793,0.0,0.5,0.1206896551724138,0.0,0.1724137931034483
819,42156.7955555556,68643.8,600.0,11761.722036266925,41007.3,600.0,1996-12-31,-14.6,1.0,10219.071428571428,42,28862.0,29.6,10904.449414966075,-8087.366666666666,48.0,-14.6,-23200.0,8852.476309048758,0.0,0.0,706.3703703703703,38144.0,54,17405.514242587516,-14.599999999999996,-233.59999999999994,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,19368.363636363636,426104.0,28862.0,6927.448004963435,600.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,154.85000000000002,3097.0000000000005,200.6,37.227995973601985,29.6,46.0,-8360.730434782607,-384593.5999999999,-14.6,8944.766805254705,-23200.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1800.0,-3600.0,-1400.0,565.685424949238,-2200.0,2131.7047619047617,90.0,0.4666666666666667,0.5333333333333333,68043.8,68.3455,0.5973926268650629,0.24444444444444444,0.0,0.5111111111111111,0.0,0.022222222222222223,0.2222222222222222
820,38374.8808219178,54230.7,200.0,9187.696901709514,46622.1,200.0,1996-12-31,-14.6,1.0,5932.94193548387,31,17059.5,33.8,6398.617651533504,-3269.0238095238096,42.0,-14.6,-9400.0,3324.796463882947,-210.0,0.0,1157.9625,46318.5,40,9011.489467787493,-14.599999999999998,-145.99999999999997,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,10681.264705882353,181581.5,17059.5,4870.356587040262,200.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,167.12142857142857,2339.7,206.0,44.7059310911346,33.8,24.0,-3629.416666666668,-87106.00000000003,-14.6,3766.417762008221,-9400.0,18.0,-2788.5,-50193.0,-210.0,2653.2546107397543,-5367.0,0.0,0.0,0.0,0.0,0.0,0.0,2663.9181259600605,73.0,0.4246575342465753,0.5753424657534246,54030.7,233.1105,0.8596993953609303,0.2328767123287671,0.0,0.3287671232876712,0.2465753424657534,0.0,0.1917808219178082
821,26417.665217391303,34555.9,300.0,6661.496327443337,22600.2,300.0,1996-12-31,-14.6,1.0,2516.104761904762,21,10400.0,32.4,2734.7438337943445,-1209.52,25.0,-14.6,-5800.0,1346.2104998847692,-1436.0,0.0,1071.2592592592594,28924.0,27,3514.7590528271207,-14.6,-73.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5600.0,16800.0,10400.0,5068.530358989675,300.0,9.0,3901.0,35109.0,3901.0,0.0,3901.0,9.0,103.24444444444444,929.1999999999999,123.3,29.111042196695365,32.4,15.0,-1320.2,-19803.0,-14.6,1721.6031814229766,-5800.0,10.0,-1043.5,-10435.0,-651.0,413.73132720536296,-1436.0,0.0,0.0,0.0,0.0,0.0,0.0,1306.5847619047622,46.0,0.45652173913043476,0.5434782608695652,34255.9,75.334,0.6540185612297755,0.06521739130434782,0.1956521739130435,0.32608695652173914,0.21739130434782608,0.0,0.1956521739130435
822,12380.714285714284,21316.6,500.0,7716.98753064272,21316.6,500.0,1996-12-31,30.9,1.0,3045.242857142857,7,6911.0,21.9,3619.9360909907155,0.0,0.0,0.0,0.0,0.0,0.0,6911.0,500.0,500.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,500.0,500.0,500.0,0.0,500.0,3.0,6911.0,20733.0,6911.0,0.0,6911.0,3.0,27.899999999999995,83.69999999999999,30.9,5.196152422706632,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3045.242857142857,7.0,1.0,0.0,20816.6,42.633199999999995,1.0,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.42857142857142855
824,28342.34736842106,38595.3,700.0,7392.167660536344,30435.9,700.0,1996-12-31,-14.6,1.0,4390.142857142857,21,12165.0,25.4,4558.772004451575,-3632.7647058823527,17.0,-14.6,-9100.0,3012.0939545732085,-5406.0,0.0,2557.0,51140.0,20,7041.664613308119,-14.6,-73.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,7600.0,91200.0,12165.0,3399.8549434297393,700.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,110.33333333333333,993.0,133.1,34.95211009366959,25.4,13.0,-3087.1538461538457,-40132.99999999999,-14.6,3275.107129193228,-9100.0,4.0,-5406.0,-21624.0,-5406.0,0.0,-5406.0,0.0,0.0,0.0,0.0,0.0,0.0,757.3781512605042,38.0,0.5526315789473685,0.4473684210526316,37895.3,43.47985714285714,0.7885908387808878,0.3157894736842105,0.0,0.34210526315789475,0.10526315789473684,0.0,0.23684210526315788
826,19336.677777777775,36375.5,700.0,12244.116635835531,36375.5,700.0,1996-12-31,139.8,1.0,4041.722222222222,9,12567.0,30.5,4707.159725295546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6020.5,36123.0,6,4621.09804050942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6020.5,36123.0,12567.0,4621.09804050942,700.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,84.16666666666667,252.5,139.8,54.67653366237965,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4041.722222222222,9.0,1.0,0.0,35675.5,51.965,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
827,15221.459375000002,19881.5,1000.0,4008.9329160102657,17678.7,1000.0,1996-12-31,-14.6,1.0,2075.6647058823532,17,3391.0,42.0,1634.977764352308,-1173.84,15.0,-14.6,-2260.0,1042.7221851617867,-2260.0,0.0,2210.714285714286,30950.0,14,2015.528234963248,-14.6,-87.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1000.0,1000.0,1000.0,0.0,1000.0,10.0,3391.0,33910.0,3391.0,0.0,3391.0,6.0,62.71666666666667,376.3,71.7,10.52490696712644,42.0,9.0,-449.7333333333333,-4047.5999999999995,-14.6,654.2494096290802,-1410.0,6.0,-2260.0,-13560.0,-2260.0,0.0,-2260.0,0.0,0.0,0.0,0.0,0.0,0.0,901.8247058823533,32.0,0.53125,0.46875,18881.5,17.6787,0.8892035309207053,0.03125,0.3125,0.28125,0.1875,0.0,0.1875
