loan_id;loan status;age at loan (Years);acc age at loan (Years);# trans;oper #1;oper #2;oper #3;oper #4;oper #5;type #1;type #2;type #3;avg trans amount;avg trans balance;loan amount;loan duration (mths);loan payments;no. of inhabitants;no. of municipalities with inhabitants < 499 ;no. of municipalities with inhabitants 500-1999;no. of municipalities with inhabitants 2000-9999 ;no. of municipalities with inhabitants >10000 ;no. of cities ;ratio of urban inhabitants ;average salary ;no. of enterpreneurs per 1000 inhabitants ;sex;has disponent;unemploymant rate;no. of commited crimes per capita;account_year;account_month;account_day;loan_year;loan_month;loan_day;birth_year;birth_month;birth_day;frequency_issuance after transaction;frequency_monthly issuance;frequency_weekly issuance;card_owner;card type_None;card type_classic;card type_gold;card type_junior
6727;;60.07939767282683;0.7255304585900069;45.0;11.0;0.0;0.0;0.0;18.0;18.0;0.0;27.0;5868.54;35642.2;42840;12;3570;285387;0;2;8;5;7;89.9;10177;81;M;False;7.1899999999999995;0.03501561038169223;1997;3;20;1997;12;10;1937;11;11;0;1;0;0;1;0;0;0
5147;;57.48117727583847;0.4353182751540041;15.0;9.0;0.0;0.0;0.0;2.0;2.0;0.0;13.0;3258.51;23066.61;22260;60;371;285387;0;2;8;5;7;89.9;10177;81;F;False;7.1899999999999995;0.03501561038169223;1997;12;13;1998;5;21;1940;11;26;0;1;0;0;1;0;0;0
6386;;17.894592744695416;1.6974674880219027;148.0;26.0;0.0;0.0;51.0;51.0;101.0;1.0;46.0;6250.36;25654.38;124344;36;3454;161854;73;21;6;1;6;76.3;9425;125;F;False;2.11;0.024639489910660225;1995;8;19;1997;4;30;1979;6;8;0;1;0;0;1;0;0;0
6824;;31.622176591375773;1.4948665297741273;133.0;27.0;0.0;0.0;0.0;73.0;71.0;2.0;60.0;10085.17;39870.41;71976;24;2999;161854;73;21;6;1;6;76.3;9425;125;M;False;2.11;0.024639489910660225;1995;8;30;1997;2;26;1965;7;14;1;0;0;0;1;0;0;0
7122;;47.95345653661875;1.3415468856947297;78.0;14.0;0.0;0.0;23.0;26.0;48.0;1.0;29.0;6935.73;31518.18;260640;36;7240;58400;65;16;4;1;6;52.4;8620;100;F;False;1.175;0.018886986301369865;1995;9;2;1997;1;4;1949;1;21;0;1;0;0;1;0;0;0
7067;;28.522929500342233;0.7118412046543463;59.0;17.0;0.0;0.0;7.0;27.0;34.0;0.0;25.0;15067.19;60593.84;136368;24;5682;58400;65;16;4;1;6;52.4;8620;100;M;False;1.175;0.018886986301369865;1997;4;26;1998;1;11;1969;7;4;0;1;0;0;1;0;0;0
6621;;32.72826830937714;1.7686516084873374;175.0;44.0;0.0;0.0;36.0;74.0;108.0;2.0;65.0;11403.55;50590.53;42900;12;3575;121947;37;28;7;3;11;70.5;8541;131;M;True;2.74;0.030074540579104036;1995;9;7;1997;6;14;1964;9;21;0;1;0;0;1;0;0;0
6435;;54.16016427104723;0.47091033538672145;21.0;1.0;0.0;6.0;0.0;9.0;9.0;0.0;12.0;17591.31;54677.28;288720;48;6015;121947;37;28;7;3;11;70.5;8541;131;M;False;2.74;0.030074540579104036;1996;12;26;1997;6;16;1943;4;19;0;1;0;0;1;0;0;0
6695;;38.68583162217659;0.3723477070499658;17.0;1.0;0.0;4.0;0.0;4.0;4.0;0.0;13.0;12153.43;40151.71;309660;60;5161;121947;37;28;7;3;11;70.5;8541;131;F;True;2.74;0.030074540579104036;1997;1;19;1997;6;4;1958;9;27;0;1;0;0;1;0;0;0
5389;;41.28678986995209;0.3723477070499658;14.0;2.0;0.0;5.0;0.0;3.0;3.0;0.0;11.0;11047.05;42902.41;78600;24;3275;121947;37;28;7;3;11;70.5;8541;131;M;False;2.74;0.030074540579104036;1997;4;8;1997;8;22;1956;5;9;0;1;0;0;1;0;0;0
6872;;32.295687885010274;0.4818617385352499;30.0;10.0;0.0;0.0;4.0;6.0;10.0;0.0;20.0;2356.26;18241.44;191580;60;3193;121947;37;28;7;3;11;70.5;8541;131;F;False;2.74;0.030074540579104036;1997;11;4;1998;4;29;1966;1;11;0;1;0;0;1;0;0;0
7286;;25.01574264202601;1.3661875427789185;111.0;7.0;0.0;16.0;36.0;37.0;73.0;0.0;38.0;3749.47;26491.78;67320;36;1870;95616;65;30;4;1;6;51.4;9307;118;M;False;4.14;0.029576639892904953;1995;9;20;1997;1;31;1972;1;26;0;1;0;0;1;0;0;0
5992;;17.949349760438057;1.0157426420260096;81.0;2.0;1.0;12.0;16.0;39.0;51.0;5.0;25.0;11450.62;50621.1;76080;12;6340;95616;65;30;4;1;6;51.4;9307;118;F;False;4.14;0.029576639892904953;1996;3;12;1997;3;18;1979;4;6;0;1;0;1;0;0;0;1
6196;;26.190280629705683;1.158110882956879;91.0;27.0;0.0;0.0;0.0;51.0;45.0;6.0;40.0;13451.67;54375.02;177804;36;4939;95616;65;30;4;1;6;51.4;9307;118;F;False;4.14;0.029576639892904953;1996;7;18;1997;9;14;1971;7;7;0;1;0;0;1;0;0;0
6278;;60.238193018480494;0.6050650239561944;69.0;21.0;0.0;0.0;6.0;36.0;36.0;6.0;27.0;16362.87;69963.48;87360;24;3640;95616;65;30;4;1;6;51.4;9307;118;M;False;4.14;0.029576639892904953;1996;11;1;1997;6;10;1937;3;15;0;1;0;0;1;0;0;0
6052;;57.96577686516085;0.8596851471594799;54.0;14.0;0.0;0.0;7.0;23.0;30.0;0.0;24.0;2960.05;25150.98;22356;36;621;95616;65;30;4;1;6;51.4;9307;118;M;False;4.14;0.029576639892904953;1997;5;13;1998;3;23;1940;4;4;0;1;0;0;1;0;0;0
5354;;60.70910335386722;0.9363449691991786;84.0;14.0;0.0;0.0;23.0;36.0;59.0;0.0;25.0;5449.59;44617.08;290820;60;4847;95616;65;30;4;1;6;51.4;9307;118;M;False;4.14;0.029576639892904953;1997;8;6;1998;7;14;1937;10;28;0;1;0;0;1;0;0;0
5830;;46.60643394934976;1.9000684462696786;176.0;39.0;0.0;0.0;56.0;59.0;115.0;0.0;61.0;3669.82;34044.43;405780;60;6763;145688;22;41;13;2;5;40.7;8544;109;M;False;1.5750000000000002;0.019304953050354182;1995;10;4;1997;8;28;1951;1;19;0;1;0;0;1;0;0;0
5265;;47.20602327173169;1.6618754277891854;113.0;24.0;0.0;0.0;0.0;53.0;45.0;8.0;60.0;9700.01;45342.2;165780;60;2763;145688;22;41;13;2;5;40.7;8544;109;M;False;1.5750000000000002;0.019304953050354182;1997;2;7;1998;10;7;1951;7;24;0;0;1;0;1;0;0;0
6790;;36.67898699520876;0.9308692676249144;81.0;22.0;0.0;0.0;14.0;23.0;37.0;0.0;44.0;2043.76;20237.19;76104;24;3171;145688;22;41;13;2;5;40.7;8544;109;F;True;1.5750000000000002;0.019304953050354182;1997;7;3;1998;6;8;1961;10;3;0;1;0;0;1;0;0;0
5895;;34.5927446954141;1.2375085557837098;89.0;16.0;0.0;0.0;19.0;40.0;59.0;0.0;30.0;8051.74;54520.2;93960;60;1566;77917;85;19;6;1;5;53.5;8390;132;M;False;2.585;0.026964590525815933;1995;10;9;1997;1;3;1962;6;1;0;1;0;0;1;0;0;0
6207;;34.76796714579056;1.6591375770020533;113.0;4.0;0.0;20.0;15.0;55.0;67.0;3.0;43.0;7164.74;34785.53;184620;60;3077;77917;85;19;6;1;5;53.5;8390;132;F;False;2.585;0.026964590525815933;1996;10;25;1998;6;23;1963;9;16;0;1;0;0;1;0;0;0
5172;;18.469541409993155;1.3579739904175223;123.0;22.0;0.0;0.0;38.0;47.0;85.0;0.0;38.0;3641.13;28050.3;50976;36;1416;77917;85;19;6;1;5;53.5;8390;132;M;False;2.585;0.026964590525815933;1996;12;6;1998;4;16;1979;10;27;0;1;0;0;1;0;0;0
6665;;24.40520191649555;1.83709787816564;144.0;24.0;0.0;0.0;36.0;63.0;99.0;0.0;45.0;6083.39;39110.67;99300;60;1655;108871;41;29;7;2;6;62.1;8444;106;F;False;3.3550000000000004;0.022503697035941617;1995;10;14;1997;8;15;1973;3;20;0;1;0;0;1;0;0;0
6908;;58.57905544147844;1.596167008898015;63.0;18.0;0.0;0.0;3.0;20.0;21.0;2.0;40.0;7799.71;45805.5;188616;24;7859;108871;41;29;7;2;6;62.1;8444;106;M;True;3.3550000000000004;0.022503697035941617;1995;11;3;1997;6;8;1938;11;9;0;1;0;0;1;0;0;0
6541;;21.659137577002053;1.374401095140315;111.0;2.0;0.0;17.0;25.0;51.0;75.0;1.0;35.0;6225.91;33651.1;153504;48;3198;108871;41;29;7;2;6;62.1;8444;106;M;False;3.3550000000000004;0.022503697035941617;1996;4;2;1997;8;17;1975;12;20;0;1;0;0;1;0;0;0
6942;;46.26420260095825;1.1772758384668036;86.0;16.0;0.0;0.0;11.0;45.0;56.0;0.0;30.0;7499.85;31402.28;18324;12;1527;108871;41;29;7;2;6;62.1;8444;106;F;True;3.3550000000000004;0.022503697035941617;1996;5;12;1997;7;16;1951;4;11;0;1;0;0;1;0;0;0
6688;;21.916495550992472;1.018480492813142;79.0;15.0;0.0;0.0;14.0;28.0;42.0;0.0;37.0;3980.18;24946.64;8616;24;359;108871;41;29;7;2;6;62.1;8444;106;M;False;3.3550000000000004;0.022503697035941617;1996;9;19;1997;9;26;1975;10;27;0;1;0;0;1;0;0;0
6923;;41.64544832306639;1.1416837782340863;67.0;15.0;0.0;0.0;0.0;39.0;39.0;0.0;28.0;6769.95;41961.45;44640;24;1860;108871;41;29;7;2;6;62.1;8444;106;M;False;3.3550000000000004;0.022503697035941617;1997;8;14;1998;10;5;1957;2;11;0;1;0;0;1;0;0;0
5368;;41.64544832306639;1.1416837782340863;67.0;15.0;0.0;0.0;0.0;39.0;39.0;0.0;28.0;6752.09;41154.28;44640;24;1860;108871;41;29;7;2;6;62.1;8444;106;M;False;3.3550000000000004;0.022503697035941617;1997;8;14;1998;10;5;1957;2;11;0;1;0;0;1;0;0;0
5041;;23.030800821355236;1.73305954825462;171.0;29.0;0.0;0.0;55.0;67.0;120.0;2.0;49.0;6055.03;48648.4;369000;60;6150;162580;83;26;5;1;6;72.8;9538;111;F;False;1.6600000000000001;0.03533337433878706;1995;10;17;1997;7;11;1974;6;30;0;0;1;0;1;0;0;0
6104;;44.07939767282683;1.3607118412046544;95.0;21.0;0.0;0.0;0.0;57.0;52.0;5.0;38.0;8228.6;47679.97;158184;36;4394;162580;83;26;5;1;6;72.8;9538;111;M;False;1.6600000000000001;0.03533337433878706;1996;4;26;1997;9;5;1953;8;7;0;1;0;0;1;0;0;0
6643;;30.502395619438744;1.4209445585215605;95.0;19.0;0.0;0.0;12.0;48.0;60.0;0.0;35.0;7941.1;55660.66;35856;24;1494;162580;83;26;5;1;6;72.8;9538;111;F;False;1.6600000000000001;0.03533337433878706;1996;8;17;1998;1;18;1967;7;19;0;1;0;0;1;0;0;0
6083;;41.752224503764545;1.5359342915811087;91.0;2.0;0.0;18.0;0.0;54.0;49.0;5.0;37.0;12941.09;41135.01;240528;48;5011;162580;83;26;5;1;6;72.8;9538;111;M;False;1.6600000000000001;0.03533337433878706;1996;9;16;1998;3;31;1956;6;29;0;1;0;0;1;0;0;0
6819;;49.25941136208077;0.29568788501026694;16.0;7.0;0.0;0.0;0.0;2.0;2.0;0.0;14.0;10238.56;46214.13;50112;24;2088;162580;83;26;5;1;6;72.8;9538;111;M;False;1.6600000000000001;0.03533337433878706;1997;1;15;1997;5;3;1948;1;29;0;1;0;0;1;0;0;0
5293;;58.392881587953454;1.7385352498288844;128.0;6.0;0.0;21.0;16.0;65.0;79.0;2.0;47.0;8240.8;34760.23;189792;48;3954;162580;83;26;5;1;6;72.8;9538;111;M;False;1.6600000000000001;0.03533337433878706;1997;2;1;1998;10;29;1940;6;7;0;1;0;0;1;0;0;0
5718;;51.67967145790554;1.8453114305270362;156.0;26.0;0.0;0.0;36.0;72.0;108.0;0.0;48.0;4757.73;51802.02;14028;12;1169;107911;88;33;6;2;7;50.9;8240;99;F;False;3.045;0.01738933009609771;1995;10;28;1997;9;1;1945;12;27;0;1;0;0;1;0;0;0
5758;;35.17864476386037;1.023956194387406;68.0;16.0;0.0;0.0;0.0;40.0;34.0;6.0;28.0;12548.31;44484.08;307200;60;5120;107911;88;33;6;2;7;50.9;8240;99;M;False;3.045;0.01738933009609771;1996;4;23;1997;5;2;1962;2;26;0;1;0;0;1;0;0;0
5360;;54.61738535249829;1.7111567419575633;171.0;2.0;0.0;20.0;64.0;66.0;127.0;3.0;41.0;7444.48;47164.92;176328;36;4898;107911;88;33;6;2;7;50.9;8240;99;M;True;3.045;0.01738933009609771;1996;5;10;1998;1;25;1943;6;14;0;1;0;0;1;0;0;0
5229;;55.81930184804928;0.9719370294318961;63.0;2.0;0.0;11.0;14.0;25.0;38.0;1.0;24.0;4386.06;25967.5;23520;12;1960;107911;88;33;6;2;7;50.9;8240;99;M;True;3.045;0.01738933009609771;1996;9;16;1997;9;6;1941;11;11;0;1;0;0;1;0;0;0
5236;;30.023271731690624;0.969199178644764;62.0;1.0;0.0;12.0;0.0;38.0;32.0;6.0;24.0;19229.26;59749.88;389136;48;8107;107911;88;33;6;2;7;50.9;8240;99;M;False;3.045;0.01738933009609771;1996;9;26;1997;9;15;1967;9;7;0;1;0;0;1;0;0;0
6755;;26.97056810403833;1.1827515400410678;91.0;7.0;0.0;14.0;0.0;44.0;40.0;4.0;47.0;6021.06;28620.4;170700;60;2845;107911;88;33;6;2;7;50.9;8240;99;M;False;3.045;0.01738933009609771;1997;5;18;1998;7;24;1971;8;4;0;1;0;0;1;0;0;0
5363;;22.23134839151266;1.4537987679671458;90.0;25.0;0.0;0.0;0.0;51.0;43.0;8.0;39.0;11288.75;53227.14;293880;60;4898;197099;29;41;10;2;10;74.7;9624;145;F;False;1.955;0.022194430210198936;1995;11;8;1997;4;22;1975;1;28;0;0;1;0;1;0;0;0
5634;;60.35318275154004;1.4510609171800137;136.0;30.0;0.0;0.0;30.0;59.0;87.0;2.0;47.0;10322.53;60289.95;39024;12;3252;197099;29;41;10;2;10;74.7;9624;145;M;False;1.955;0.022194430210198936;1995;11;18;1997;5;1;1936;12;23;0;1;0;0;1;0;0;0
5850;;40.65982203969884;1.2950034223134839;49.0;21.0;0.0;0.0;3.0;18.0;18.0;3.0;28.0;12583.21;49558.69;164196;36;4561;197099;29;41;10;2;10;74.7;9624;145;F;False;1.955;0.022194430210198936;1996;2;4;1997;5;22;1956;9;23;1;0;0;0;1;0;0;0
6857;;29.149897330595483;1.8480492813141685;218.0;31.0;0.0;0.0;72.0;72.0;144.0;0.0;74.0;3603.09;40349.88;69600;48;1450;197099;29;41;10;2;10;74.7;9624;145;M;True;1.955;0.022194430210198936;1996;8;2;1998;6;8;1969;4;14;0;1;0;0;1;0;0;0
7035;;19.66324435318275;0.6625598904859685;39.0;1.0;0.0;8.0;4.0;19.0;22.0;1.0;16.0;15475.12;51175.19;210744;36;5854;197099;29;41;10;2;10;74.7;9624;145;M;False;1.955;0.022194430210198936;1997;11;29;1998;7;29;1978;11;29;0;1;0;0;1;0;0;0
7253;;26.751540041067763;1.45927446954141;113.0;6.0;0.0;18.0;0.0;72.0;64.0;8.0;41.0;16857.62;66405.07;98304;12;8192;93931;74;21;10;1;8;56.9;8427;107;M;False;1.33;0.020158414155071275;1995;11;10;1997;4;26;1970;7;26;0;1;0;0;1;0;0;0
6544;;23.72347707049966;1.8179329226557153;191.0;33.0;0.0;0.0;66.0;73.0;133.0;6.0;52.0;8183.32;53546.71;130464;48;2718;93931;74;21;10;1;8;56.9;8427;107;M;False;1.33;0.020158414155071275;1996;2;16;1997;12;11;1974;3;22;0;1;0;0;1;0;0;0
7202;;56.930869267624914;1.1389459274469542;85.0;24.0;0.0;0.0;0.0;49.0;44.0;5.0;36.0;11268.5;54575.4;140688;48;2931;93931;74;21;10;1;8;56.9;8427;107;M;True;1.33;0.020158414155071275;1997;4;8;1998;5;29;1941;6;23;0;1;0;0;1;0;0;0
5683;;56.930869267624914;1.1389459274469542;85.0;24.0;0.0;0.0;0.0;49.0;44.0;5.0;36.0;11244.55;57514.35;140688;48;2931;93931;74;21;10;1;8;56.9;8427;107;M;True;1.33;0.020158414155071275;1997;4;8;1998;5;29;1941;6;23;0;1;0;0;1;0;0;0
7167;;19.340177960301162;0.9336071184120466;75.0;1.0;0.0;12.0;8.0;43.0;44.0;7.0;24.0;14799.28;61366.87;269964;36;7499;93931;74;21;10;1;8;56.9;8427;107;F;False;1.33;0.020158414155071275;1997;7;12;1998;6;18;1979;2;14;0;1;0;1;0;0;0;1
5486;;51.27446954140999;1.5742642026009583;102.0;24.0;0.0;0.0;0.0;60.0;60.0;0.0;42.0;6543.77;36161.02;466608;48;9721;77963;60;23;4;2;4;51.5;8546;126;F;False;3.485;0.036940600028218515;1995;11;16;1997;6;13;1946;3;5;0;1;0;0;1;0;0;0
6028;;28.982888432580424;0.8295687885010267;73.0;11.0;0.0;0.0;22.0;30.0;52.0;0.0;21.0;6783.86;56757.31;317520;60;5292;77963;60;23;4;2;4;51.5;8546;126;F;False;3.485;0.036940600028218515;1996;4;12;1997;2;9;1968;2;16;0;1;0;0;1;0;0;0
6320;;31.964407939767288;1.7631759069130732;124.0;26.0;0.0;0.0;17.0;61.0;78.0;0.0;46.0;6717.3;41026.33;104964;12;8747;77963;60;23;4;2;4;51.5;8546;126;M;False;3.485;0.036940600028218515;1996;7;23;1998;4;28;1966;5;11;0;1;0;0;1;0;0;0
6239;;19.923340177960302;1.023956194387406;86.0;23.0;0.0;0.0;0.0;45.0;37.0;8.0;41.0;14112.97;52871.42;360864;48;7518;77963;60;23;4;2;4;51.5;8546;126;F;False;3.485;0.036940600028218515;1996;9;19;1997;9;28;1977;10;26;0;0;1;0;1;0;0;0
5338;;39.945242984257355;0.8569472963723477;75.0;1.0;0.0;10.0;18.0;28.0;45.0;1.0;29.0;8336.57;36887.16;57360;12;4780;77963;60;23;4;2;4;51.5;8546;126;M;False;3.485;0.036940600028218515;1996;10;21;1997;8;30;1957;9;19;0;1;0;0;1;0;0;0
5287;;60.120465434633815;1.2046543463381245;47.0;11.0;0.0;0.0;4.0;18.0;22.0;0.0;25.0;8091.16;45735.84;64224;24;2676;77963;60;23;4;2;4;51.5;8546;126;M;True;3.485;0.036940600028218515;1996;11;12;1998;1;26;1937;12;13;0;0;1;0;1;0;0;0
5154;;31.74537987679672;1.626283367556468;64.0;15.0;0.0;0.0;0.0;30.0;27.0;3.0;34.0;9952.2;50883.2;108720;60;1812;77963;60;23;4;2;4;51.5;8546;126;F;False;3.485;0.036940600028218515;1996;11;14;1998;7;1;1966;10;2;0;1;0;0;1;0;0;0
5815;;51.64681724845996;0.6598220396988365;40.0;14.0;0.0;0.0;2.0;16.0;17.0;1.0;22.0;17701.16;66345.68;151200;36;4200;77963;60;23;4;2;4;51.5;8546;126;M;False;3.485;0.036940600028218515;1997;10;5;1998;6;3;1946;10;10;0;1;0;0;1;0;0;0
6677;;17.412731006160165;1.7056810403832992;137.0;25.0;0.0;0.0;32.0;60.0;92.0;0.0;45.0;3667.17;24067.3;97980;60;1633;45714;52;10;5;1;6;55.6;8843;113;F;False;3.21;0.018659491621822635;1995;11;28;1997;8;12;1980;3;14;0;1;0;0;1;0;0;0
5061;;40.45722108145106;1.2210814510609171;85.0;19.0;0.0;0.0;10.0;42.0;52.0;0.0;33.0;5942.57;25727.38;84288;48;1756;45714;52;10;5;1;6;55.6;8843;113;F;False;3.21;0.018659491621822635;1996;12;22;1998;3;13;1957;9;27;0;1;0;0;1;0;0;0
6868;;29.52498288843258;1.3853524982888432;121.0;4.0;0.0;17.0;0.0;52.0;42.0;10.0;69.0;6249.39;33221.21;82128;24;3422;45714;52;10;5;1;6;55.6;8843;113;M;False;3.21;0.018659491621822635;1997;5;24;1998;10;12;1969;4;3;0;1;0;0;1;0;0;0
6242;;24.528405201916495;0.3531827515400411;12.0;7.0;0.0;0.0;0.0;2.0;2.0;0.0;10.0;4487.32;27419.85;26208;36;728;45714;52;10;5;1;6;55.6;8843;113;F;False;3.21;0.018659491621822635;1997;6;15;1997;10;22;1973;4;12;0;1;0;0;1;0;0;0
6118;;43.337440109514034;1.7987679671457906;145.0;39.0;1.0;0.0;16.0;67.0;82.0;2.0;61.0;12631.08;59951.08;349392;48;7279;161954;21;37;20;3;8;48.0;8720;116;M;False;4.115;0.02278424737888536;1995;12;17;1997;10;4;1954;6;3;0;1;0;1;0;1;0;0
5532;;44.35318275154004;1.270362765229295;97.0;1.0;0.0;15.0;20.0;46.0;62.0;4.0;31.0;13584.96;43629.44;335280;48;6985;161954;21;37;20;3;8;48.0;8720;116;F;False;4.115;0.02278424737888536;1996;1;26;1997;5;4;1952;12;26;0;0;1;0;1;0;0;0
6878;;17.50034223134839;0.8624229979466119;58.0;15.0;0.0;0.0;0.0;25.0;25.0;0.0;33.0;2701.5;36729.8;23184;12;1932;161954;21;37;20;3;8;48.0;8720;116;F;False;4.115;0.02278424737888536;1996;3;15;1997;1;24;1979;7;26;0;1;0;0;1;0;0;0
6442;;52.7501711156742;1.4236824093086926;133.0;25.0;0.0;0.0;50.0;42.0;92.0;0.0;41.0;3355.96;28548.37;194160;48;4045;161954;21;37;20;3;8;48.0;8720;116;F;False;4.115;0.02278424737888536;1996;9;6;1998;2;8;1945;5;10;0;1;0;0;1;0;0;0
5790;;19.381245722108144;0.33127994524298426;12.0;6.0;0.0;0.0;0.0;3.0;3.0;0.0;9.0;6498.46;29824.12;84288;48;1756;161954;21;37;20;3;8;48.0;8720;116;F;False;4.115;0.02278424737888536;1996;11;19;1997;3;20;1977;11;1;0;1;0;0;1;0;0;0
5643;;44.813141683778234;1.730321697467488;134.0;2.0;0.0;21.0;0.0;71.0;64.0;7.0;63.0;16710.56;48061.86;94512;12;7876;323870;0;0;0;1;1;100.0;10673;100;M;False;5.095000000000001;0.05732083860808349;1995;12;29;1997;9;21;1952;11;28;0;1;0;0;1;0;0;0
5862;;49.67556468172484;1.6125941136208077;139.0;32.0;0.0;0.0;17.0;71.0;84.0;4.0;51.0;9714.09;56496.39;100128;24;4172;323870;0;0;0;1;1;100.0;10673;100;F;False;5.095000000000001;0.05732083860808349;1996;4;29;1997;12;9;1948;4;6;0;1;0;0;1;0;0;0
4986;;55.53182751540041;1.264887063655031;118.0;18.0;0.0;0.0;43.0;42.0;85.0;0.0;33.0;4844.03;33057.37;102876;12;8573;323870;0;0;0;1;1;100.0;10673;100;M;True;5.095000000000001;0.05732083860808349;1996;5;5;1997;8;10;1942;1;28;0;1;0;0;1;0;0;0
5656;;43.6933607118412;0.4544832306639288;22.0;7.0;0.0;0.0;1.0;9.0;10.0;0.0;12.0;11676.27;44355.04;146064;24;6086;323870;0;0;0;1;1;100.0;10673;100;F;False;5.095000000000001;0.05732083860808349;1996;8;27;1997;2;9;1953;6;1;0;1;0;0;1;0;0;0
6877;;45.059548254620125;0.731006160164271;54.0;1.0;0.0;9.0;4.0;24.0;25.0;3.0;26.0;9580.14;49699.66;285240;60;4754;323870;0;0;0;1;1;100.0;10673;100;M;True;5.095000000000001;0.05732083860808349;1996;9;25;1997;6;19;1952;5;28;0;1;0;0;1;0;0;0
5638;;39.81930184804928;0.8761122518822724;51.0;12.0;0.0;0.0;6.0;24.0;30.0;0.0;21.0;8767.47;28809.0;68124;12;5677;323870;0;0;0;1;1;100.0;10673;100;M;False;5.095000000000001;0.05732083860808349;1996;10;11;1997;8;27;1957;11;1;0;1;0;0;1;0;0;0
5206;;45.7741273100616;0.785763175906913;60.0;11.0;0.0;0.0;20.0;19.0;39.0;0.0;21.0;7808.7;40526.45;128544;24;5356;323870;0;0;0;1;1;100.0;10673;100;F;False;5.095000000000001;0.05732083860808349;1996;11;24;1997;9;7;1951;11;29;1;0;0;0;1;0;0;0
6322;;31.55099247091034;0.3805612594113621;35.0;13.0;0.0;0.0;0.0;17.0;15.0;2.0;18.0;14823.31;61992.3;76992;24;3208;323870;0;0;0;1;1;100.0;10673;100;M;False;5.095000000000001;0.05732083860808349;1996;12;18;1997;5;6;1965;10;17;0;1;0;0;1;0;0;0
5369;;60.01095140314853;0.37782340862423;17.0;1.0;0.0;5.0;0.0;7.0;7.0;0.0;10.0;26971.42;62852.92;214596;36;5961;323870;0;0;0;1;1;100.0;10673;100;M;True;5.095000000000001;0.05732083860808349;1997;4;27;1997;9;12;1937;9;8;0;1;0;0;1;0;0;0
6793;;49.20739219712526;1.08145106091718;119.0;31.0;0.0;0.0;18.0;47.0;61.0;4.0;54.0;12880.92;62765.87;186300;60;3105;86513;38;36;5;1;5;50.5;8288;110;M;False;4.154999999999999;0.01746558320714806;1996;1;1;1997;1;30;1947;11;16;0;0;1;0;1;0;0;0
5584;;39.501711156741955;1.6591375770020533;135.0;21.0;0.0;0.0;31.0;64.0;95.0;0.0;40.0;7184.29;47061.86;24792;24;1033;86513;38;36;5;1;5;50.5;8288;110;M;False;4.154999999999999;0.01746558320714806;1996;4;9;1997;12;6;1958;6;6;0;1;0;0;1;0;0;0
5940;;44.18343600273785;0.39698836413415467;18.0;1.0;0.0;5.0;2.0;6.0;7.0;1.0;10.0;14678.87;57324.07;106944;24;4456;86513;38;36;5;1;5;50.5;8288;110;F;False;4.154999999999999;0.01746558320714806;1997;1;3;1997;5;28;1953;3;22;0;1;0;0;1;0;0;0
5669;;34.379192334017795;1.103353867214237;79.0;19.0;0.0;0.0;0.0;48.0;40.0;8.0;31.0;10139.36;54293.59;71820;36;1995;86513;38;36;5;1;5;50.5;8288;110;M;False;4.154999999999999;0.01746558320714806;1997;5;20;1998;6;27;1964;2;9;0;1;0;0;1;0;0;0
6871;;24.646132785763175;1.2813141683778233;98.0;18.0;0.0;0.0;0.0;51.0;45.0;6.0;47.0;8080.24;42341.64;164256;48;3422;75637;35;36;9;0;7;36.5;9622;154;M;True;0.52;0.04630009122519402;1996;1;1;1997;4;13;1972;8;20;0;1;0;0;1;0;0;0
6956;;39.93976728268309;1.374401095140315;93.0;8.0;0.0;17.0;0.0;52.0;45.0;7.0;41.0;5879.7;29114.62;59448;24;2477;75637;35;36;9;0;7;36.5;9622;154;M;False;0.52;0.04630009122519402;1996;6;25;1997;11;9;1957;12;1;0;1;0;0;1;0;0;0
6495;;44.917180013689254;0.4517453798767967;22.0;6.0;0.0;0.0;2.0;9.0;11.0;0.0;11.0;16456.87;49296.52;49044;12;4087;75637;35;36;9;0;7;36.5;9622;154;F;False;0.52;0.04630009122519402;1997;9;28;1998;3;12;1953;4;11;0;1;0;0;1;0;0;0
6350;;30.609171800136895;1.514031485284052;129.0;36.0;0.0;0.0;0.0;75.0;63.0;12.0;54.0;14502.6;61692.08;294384;48;6133;387570;0;0;0;1;1;100.0;9897;140;F;False;1.78;0.04827128002683386;1996;1;3;1997;7;9;1966;11;29;0;1;0;0;1;0;0;0
5174;;40.48459958932238;1.4127310061601643;102.0;1.0;0.0;17.0;13.0;55.0;59.0;9.0;34.0;17023.97;47433.42;385104;48;8023;387570;0;0;0;1;1;100.0;9897;140;F;False;1.78;0.04827128002683386;1996;1;14;1997;6;13;1956;12;18;0;1;0;0;1;0;0;0
6534;;30.16016427104723;1.4264202600958247;111.0;30.0;0.0;0.0;24.0;41.0;65.0;0.0;46.0;4880.52;27937.98;590820;60;9847;387570;0;0;0;1;1;100.0;9897;140;M;False;1.78;0.04827128002683386;1996;5;16;1997;10;19;1967;8;22;0;1;0;0;1;0;0;0
5808;;36.72279260780287;1.1800136892539357;103.0;15.0;0.0;0.0;30.0;45.0;75.0;0.0;28.0;5151.38;38559.26;41856;48;872;387570;0;0;0;1;1;100.0;9897;140;F;False;1.78;0.04827128002683386;1996;5;26;1997;7;31;1960;11;9;0;1;0;0;1;0;0;0
